name,domain,linkedin_url,industry,type,size,followers,founded_year,hq_city,hq_state,hq_country,website
Krone Agriculture,krone-agriculture.com,https://www.linkedin.com/company/maschinenfabrik-bernard-krone-gmbh-co-kg,Machinery Manufacturing,Partnership,1001-5000,20133,1906,Spelle,Lower Saxony,Germany,https://www.krone-agriculture.com
Paper Converting Machine Company,pcmc.com,https://www.linkedin.com/company/paper-converting-machine-company,Machinery Manufacturing,Privately Held,501-1000,20132,,Green Bay,Wisconsin,United States,https://www.pcmc.com
Jungheinrich UK Ltd,jungheinrich.co.uk,https://www.linkedin.com/company/jungheinrich-uk-ltd,Industrial Machinery Manufacturing,Public Company,501-1000,20017,1963,Milton Keynes,Bucks,United Kingdom,https://www.jungheinrich.co.uk
Abicor Binzel,binzel-abicor.com,https://www.linkedin.com/company/abicor-binzel,Machinery Manufacturing,Public Company,1001-5000,19978,,Buseck,,Germany,https://www.binzel-abicor.com
James Walker,jameswalker.biz,https://www.linkedin.com/company/james-walker,Industrial Machinery Manufacturing,Privately Held,1001-5000,19639,1880,Woking,Surrey,United Kingdom,https://www.jameswalker.biz
Titan Machinery,titanmachinery.com,https://www.linkedin.com/company/titan-machinery,Machinery Manufacturing,Public Company,1001-5000,19615,1980,West Fargo,North Dakota,United States,https://www.titanmachinery.com
PERMA-PIPE,permapipe.com,https://www.linkedin.com/company/perma-pipe,Industrial Machinery Manufacturing,Public Company,501-1000,19673,,Spring,Texas,United States,https://www.permapipe.com
The Lee Company,theleeco.com,https://www.linkedin.com/company/the-lee-company,Industrial Machinery Manufacturing,Privately Held,1001-5000,19557,1948,Westbrook,Connecticut,United States,https://www.theleeco.com
Bbs Automation,bbsautomation.com,https://www.linkedin.com/company/bbs-automation,Automation Machinery Manufacturing,Privately Held,1001-5000,19497,,Garching,,Germany,https://www.bbsautomation.com
Conductix-Wampfler Group,conductix.com,https://www.linkedin.com/company/conductix-wampfler,Industrial Machinery Manufacturing,Privately Held,1001-5000,19496,,Weil Am Rhein,,Germany,https://www.conductix.com
Hydraforce Inc,hydraforce.com,https://www.linkedin.com/company/hydraforce-inc-,Industrial Machinery Manufacturing,Privately Held,1001-5000,19369,1985,Lincolnshire,Illinois,United States,https://www.hydraforce.com
Bizlink Factory Automation & Machinery,bizlinktech.com,https://www.linkedin.com/company/bizlink-factory-automation-machinery,Automation Machinery Manufacturing,Public Company,10001+,19286,,Hannover,,Germany,https://factory-automation-machinery.bizlinktech.com
Lufkin Gears,bakerhughes.com,https://www.linkedin.com/company/lufkin-gears,Machinery Manufacturing,Public Company,501-1000,19095,1902,Lufkin,Texas,United States,https://www.bakerhughes.com/gearboxes-gear-couplings
EWM GmbH,ewm-group.com,https://www.linkedin.com/company/ewm-gmbh,Machinery Manufacturing,Public Company,501-1000,19094,,Mundersbach,Rheinland-Pfalz,Germany,https://www.ewm-group.com
Nuvera,nuvera.com,https://www.linkedin.com/company/nuvera-fuel-cells,Engines and Power Transmission Equipment Manufacturing,Public Company,5001-10000,19045,2000,Billerica,Massachusetts,United States,https://www.nuvera.com
Stolle Machinery Company LLC,stollemachinery.com,https://www.linkedin.com/company/stolle-machinery,Machinery Manufacturing,Privately Held,501-1000,18950,,Centennial,Colorado,United States,https://www.stollemachinery.com
McLanahan Corporation,mclanahan.com,https://www.linkedin.com/company/mclanahan-corporation,Machinery Manufacturing,Privately Held,501-1000,18915,1835,Hollidaysburg,Pennsylvania,United States,https://www.mclanahan.com
ESAB Corporation,esabcorporation.com,https://www.linkedin.com/company/esabcorporation,Machinery Manufacturing,Public Company,5001-10000,18965,,North Bethesda,Maryland,United States,https://www.esabcorporation.com
Zwickroell,zwickroell.com,https://www.linkedin.com/company/zwickroell,Industrial Machinery Manufacturing,Privately Held,1001-5000,18793,1854,Ulm,,Germany,https://www.zwickroell.com
Milton CAT,miltoncat.com,https://www.linkedin.com/company/milton-cat,Machinery Manufacturing,Privately Held,1001-5000,18762,1960,Milford,Massachusetts,United States,https://www.miltoncat.com
Eurotherm,eurotherm.com,https://www.linkedin.com/company/eurotherm,Automation Machinery Manufacturing,Public Company,1001-5000,18724,,Worthing,,United Kingdom,https://www.eurotherm.com
Fairbanks Morse Defense,fmdefense.com,https://www.linkedin.com/company/fairbanks-morse-defense,Machinery Manufacturing,Public Company,1001-5000,18705,1872,Beloit,Wisconsin,United States,https://www.fmdefense.com
Paul Horn Gmbh,horn-group.com,https://www.linkedin.com/company/paul-horn-gmbh,Machinery Manufacturing,Privately Held,1001-5000,18689,1969,Tubingen,Baden-Wurttemberg,Germany,https://www.horn-group.com
Warren CAT,warrencat.com,https://www.linkedin.com/company/warren-cat,Machinery Manufacturing,Privately Held,1001-5000,18722,1971,Midland,Texas,United States,https://www.warrencat.com
Getriebebau NORD GmbH & Co. KG,nord.com,https://www.linkedin.com/company/getriebebau-nord-gmbh-co-kg,Industrial Machinery Manufacturing,Privately Held,1001-5000,18651,,Bargteheide,Schleswig-Holstein,Germany,https://www.nord.com
TSI Incorporated,tsi.com,https://www.linkedin.com/company/tsiincorporated,Industrial Machinery Manufacturing,Privately Held,501-1000,18605,1961,Shoreview,Minnesota,United States,https://www.tsi.com
Marine And Construction,nov.com,https://www.linkedin.com/company/marine-and-construction,Machinery Manufacturing,Public Company,10001+,18599,1841,Houston,Texas,United States,https://www.nov.com/about/our-business-units/marine-and-construction
Minebea Intec,minebea-intec.com,https://www.linkedin.com/company/minebea-intec,Industrial Machinery Manufacturing,Public Company,1001-5000,18553,2016,Hamburg,,Germany,https://www.minebea-intec.com
Technetics Group,technetics.com,https://www.linkedin.com/company/technetics-group,Industrial Machinery Manufacturing,Public Company,501-1000,18524,,Columbia,South Carolina,United States,https://www.technetics.com
Rexnord Corporation,rexnordcorp.com,https://www.linkedin.com/company/rexnordcorp,Industrial Machinery Manufacturing,Public Company,5001-10000,18460,,Milwaukee,Wisconsin,United States,https://www.rexnordcorp.com
VisionNav Robotics,visionnav.com,https://www.linkedin.com/company/visionnav,Automation Machinery Manufacturing,Privately Held,501-1000,18438,2016,Atlanta,Georgia,United States,https://www.visionnav.com
Dieffenbacher,dieffenbacher.com,https://www.linkedin.com/company/dieffenbacher,Machinery Manufacturing,Privately Held,1001-5000,18437,1873,Eppingen,,Germany,https://www.dieffenbacher.com
Hytrol,hytrol.com,https://www.linkedin.com/company/hytrol,Automation Machinery Manufacturing,Privately Held,1001-5000,18388,1947,Jonesboro,Arkansas,United States,https://hytrol.com
CenterLine (Windsor) Limited,cntrline.com,https://www.linkedin.com/company/centerline-windsor-limited,Machinery Manufacturing,Privately Held,501-1000,18312,1957,Windsor,Ontario,Canada,https://www.cntrline.com
"AWC, Inc.",awc-inc.com,https://www.linkedin.com/company/awc,Industrial Automation,Privately Held,501-1000,18305,1965,Baton Rouge,Louisiana,United States,https://www.awc-inc.com
Bosch Manufacturing Solutions Bmg,boschmanufacturingsolutions.com,https://www.linkedin.com/company/bosch-manufacturing-solutions,Automation Machinery Manufacturing,Privately Held,1001-5000,18182,,Stuttgart,,Germany,https://www.boschmanufacturingsolutions.com
Mitutoyo Europe,mitutoyo.eu,https://www.linkedin.com/company/mitutoyo-europe-gmbh,Industrial Machinery Manufacturing,Privately Held,501-1000,18168,1968,Neuss,Nrw,Germany,https://www.mitutoyo.eu
Komline,komline.com,https://www.linkedin.com/company/komline,Machinery Manufacturing,Privately Held,501-1000,17993,1946,Peapack,New Jersey,United States,https://www.komline.com
Peterson Cat,petersoncat.com,https://www.linkedin.com/company/peterson-cat,Machinery Manufacturing,Privately Held,1001-5000,17896,1936,Hillsboro,Oregon,United States,https://www.petersoncat.com
Rcr Tomlinson,rcrtom.com.au,https://www.linkedin.com/company/rcr-tomlinson,Industrial Machinery Manufacturing,Public Company,1001-5000,17856,1898,Sydney,New South Wales,Australia,https://www.rcrtom.com.au
Cpm Crown,crowniron.com,https://www.linkedin.com/company/cpm-crown,Industrial Machinery Manufacturing,Privately Held,501-1000,17797,1878,Blaine,Minnesota,United States,
DESTACO,destaco.com,https://www.linkedin.com/company/destaco,Automation Machinery Manufacturing,Public Company,501-1000,17839,,Auburn Hills,Michigan,United States,https://www.destaco.com
Mazzella,mazzellacompanies.com,https://www.linkedin.com/company/mazzella-companies,Automation Machinery Manufacturing,Privately Held,501-1000,17767,,Cleveland,Ohio,United States,https://www.mazzellacompanies.com
"CST Industries, Inc.",cstindustries.com,https://www.linkedin.com/company/cst-industries-inc-,Machinery Manufacturing,Privately Held,501-1000,17690,1893,Kansas City,Missouri,United States,https://www.cstindustries.com
Tranter,tranter.com,https://www.linkedin.com/company/tranter,Machinery Manufacturing,Privately Held,501-1000,17632,1932,Houston,Texas,United States,https://www.tranter.com
OPEX Corporation,opex.com,https://www.linkedin.com/company/opex-corporation,Automation Machinery Manufacturing,Privately Held,1001-5000,17608,1973,Moorestown,New Jersey,United States,https://www.opex.com
