company_name,company_linkedin_tag,domain,industry,company_type,size_bucket,employees_on_linkedin,founded_year,hq_city,hq_state,hq_country
Patients & Purpose,https://www.linkedin.com/company/patientsandpurpose,patientsandpurpose.com,Advertising Services,Public Company,201-500,136,-,New York,New York,US
Recuro Health,https://www.linkedin.com/company/recuro-health,recurohealth.com,Hospitals and Health Care,Privately Held,51-200,143,-,Dallas,Texas,US
Harbor IT,https://www.linkedin.com/company/harbor-msp,harbornetworks.com,Information Technology and Services,Privately Held,201-500,308,1995,New York,New York,US
ATD Technology LLC full-service Staffing & Recruiting Agency,https://www.linkedin.com/company/atdtechnologyllc,atdtechnology.com,Staffing and Recruiting,Privately Held,51-200,64,2012,Lake Grove,New York,US
Eko Health,https://www.linkedin.com/company/eko-health,ekohealth.com,Medical Equipment Manufacturing,Privately Held,51-200,208,2013,Emeryville,California,US
"The HWP Group (Health & Wellness Partners, LLC)",https://www.linkedin.com/company/healthandwellnesspartners,thehwpgroup.com,Advertising Services,Privately Held,201-500,369,2005,Upper Saddle River,New Jersey,US
LeanTaaS,https://www.linkedin.com/company/leantaas,leantaas.com,Software Development,Privately Held,201-500,408,2010,Santa Clara,California,US
CareAbout Health,https://www.linkedin.com/company/careabouthealth,careabout.com,Hospitals and Health Care,Privately Held,201-500,80,2021,New York City,New York,US
"Zymr, Inc. | Software Product Engineering Services",https://www.linkedin.com/company/zymrinc,zymr.com,Services et conseil en informatique,Privately Held,201-500,201,2012,San Jose,California,US
InheritX Solutions Pvt Ltd,https://www.linkedin.com/company/inheritx-solutions,inheritx.com,IT Services and IT Consulting,Privately Held,51-200,156,2011,New York,New York,US
Wellthy,https://www.linkedin.com/company/wellthy,wellthy.com,Hospitals and Health Care,Privately Held,201-500,323,2014,New York,New York,US
Nexvia Software Technologies,https://www.linkedin.com/company/nexvia-software-technologies,nexiosoft.net,Information Services,Partnership,201-500,101,-,-,-,US
Dock to Door Coalition,https://www.linkedin.com/company/dock2door,vt.edu,Transportation; Logistics; Supply Chain and Storage,Partnership,51-200,8,-,-,-,US
Zinovia Technologies,https://www.linkedin.com/company/zinovia-technologies,zinotechnologies.com,Technology; Information and Media,Sole Proprietorship,201-500,66,-,-,-,US
"Memorial Hospital, Chester, IL",https://www.linkedin.com/company/chester-memorial-hospital,mhchester.com,Hospitals and Health Care,Nonprofit,201-500,66,1962,Chester,Illinois,US
"Newsmay Technology Co,.ltd",https://www.linkedin.com/company/newsmay-technology-co-ltd,newsmaytech.com,Computer Hardware Manufacturing,Privately Held,51-200,10,2012,Hongkong,Hongkong,US
Berkeley Sensor & Actuator Center,https://www.linkedin.com/school/berkeley-sensor-actuator-center,berkeley.edu,Research Services,Educational Institution,51-200,21,1986,Berkeley,California,US
Fligh Technologies,https://www.linkedin.com/company/fligh-technologies,flightechnologies.com,Aviation and Aerospace Component Manufacturing,Privately Held,51-200,2,2020,-,-,US
Texas State University Student Health Center,https://www.linkedin.com/company/texas-state-student-health-center,txst.edu,Hospitals and Health Care,Educational Institution,51-200,34,-,San Marcos,Texas,US
Catawba Hospital,https://www.linkedin.com/company/catawba-hospital,virginia.gov,Hospitals,Government Agency,201-500,141,1908,Catawba,Virginia,US
Piezos Technology Solutions Inc.,https://www.linkedin.com/company/piezos-technologies,piezostechnology.com,IT Services and IT Consulting,Privately Held,51-200,20,2013,Northville,Michigan,US
Cox Media Group San Antonio,https://www.linkedin.com/company/cox-media-group-san-antonio,coxmediagroupsa.com,Advertising Services,Privately Held,51-200,17,-,San Antonio,Texas,US
Inent Inc,https://www.linkedin.com/company/inentinc,inentinc.com,Information Technology and Services,Privately Held,201-500,15,2010,Upland,California,US
Nutek Healthcare,https://www.linkedin.com/company/nutek-data-systems-inc,nutekhealthcare.com,Hospitals and Health Care,Sole Proprietorship,51-200,12,2007,Princeton,New Jersey,US
"Mammoth Rx, Inc",https://www.linkedin.com/company/mammoth-rx-inc,mammothrx.com,Wholesale,Privately Held,201-500,6,2018,Lake Forest,California,US
Pivotal AI Solutions,https://www.linkedin.com/company/pivotalaisolutions,pivotalsolutions.ai,Software Development,Privately Held,51-200,6,2019,Denver,Colorado,US
Prevent Medical Solutions LLC.,https://www.linkedin.com/company/prevent-medical-solutions,preventems.com,Events Services,Partnership,201-500,88,2022,Bloomington,California,US
Michigan Tech Research Institute,https://www.linkedin.com/company/michigan-tech-research-institute,mtu.edu,Research Services,Educational Institution,51-200,55,2006,Ann Arbor,Michigan,US
Prestige Home Care Agency,https://www.linkedin.com/company/prestige-home-care-agency,prestigehomecareagency.com,Hospitals and Health Care,Privately Held,201-500,157,1996,Philadelphia,Pennsylvania,US
GBtechive,https://www.linkedin.com/company/gb-techive,gbtechive.com,IT Services and IT Consulting,Privately Held,51-200,25,-,"Houston, Texas, USA",-,US
"Department of Computer Science, Dartmouth College",https://www.linkedin.com/company/dartmouth-computer-science,dartmouth.edu,Higher Education,Educational Institution,51-200,23,-,Hanover,New Hampshire,US
Outpatient Healthcare Staffing,https://www.linkedin.com/company/outpatientcallsolutionsinc,outpatientcallsolutions.com,Staffing and Recruiting,Privately Held,201-500,35,2013,Corona,California,US
Do Systems,https://www.linkedin.com/company/do-systems,dosystemsinc.com,Information Technology and Services,Privately Held,51-200,26,2004,Boca Raton,Florida,US
Mnt Systems,https://www.linkedin.com/company/mnt-systems-inc,mntsystems.us,Hospitals and Health Care,Privately Held,51-200,2,-,Phoenix,Arizona,US
Pet Health Centers at North Shore Animal League America,https://www.linkedin.com/company/phc-animal-league,phcanimalleague.com,Veterinary Services,Nonprofit,51-200,23,-,Port Washington,New York,US
Alonsera LLC,https://www.linkedin.com/company/alonsera,alonsera.com,Professional Services,Partnership,201-500,9,2023,Newport Beach,California,US
XL Solutions,https://www.linkedin.com/company/xl-solutions-group,xlsolutionsgroup.com,IT Services and IT Consulting,Privately Held,51-200,29,2010,Baltimore,Maryland,US
MUSC James B. Edwards College of Dental Medicine,https://www.linkedin.com/company/james-b-edwards-college-of-dental-medicine,musc.edu,Higher Education,Educational,201-500,13,1968,Charleston,South Carolina,US
DonorIQ,https://www.linkedin.com/company/donoriq-ai,donoriq.ai,Technology; Information and Internet,Privately Held,51-200,5,2024,Sterling,Virginia,US
"Densym Medical Technology And Manufacturing Co., Ltd",https://www.linkedin.com/company/foshan-densym-medical-technolgy-and-manufacturing-co-ltd,hospimedentech.com.cn,Medical Equipment Manufacturing,Partnership,201-500,1,2008,-,-,US
African Content Moderators,https://www.linkedin.com/company/african-content-moderators,x.com,Technology; Information and Internet,Nonprofit,51-200,5,2023,-,-,US
Indo IT Club,https://www.linkedin.com/company/indo-it-club,indoitclub.nl,IT Services and IT Consulting,Nonprofit,51-200,3,-,-,-,US
ImpulseIQ Consulting,https://www.linkedin.com/company/impulseiq-consulting,impulseiqconsulting.com,IT Services and IT Consulting,Privately Held,51-200,1,2024,Los Angeles,California,US
Thiink,https://www.linkedin.com/company/thiinkinc,thiink.biz,IT Services and IT Consulting,Privately Held,201-500,1,2020,Miami,Florida,US
Ark Bpo,https://www.linkedin.com/company/arkbpo,arkbpo.co,Outsourcing and Offshoring Consulting,Privately Held,51-200,-,2021,-,Texas,US
Vancouver Radiologists,https://www.linkedin.com/company/vancouver-radiologists,vanrad.com,Medical Practices,Privately Held,51-200,25,1972,Vancouver,Washington,US
Timmaron Group,https://www.linkedin.com/company/timmaron-group,timmarongroup.com,Strategic Management Services,Privately Held,201-500,7,2008,Silicon Valley,California,US
"MSNS HR Technology, LLC",https://www.linkedin.com/company/msns-hr-technologies,msnsgroup.com,IT Services and IT Consulting,Privately Held,51-200,6,2019,Round Rock,Texas,US
Louisiana Tech University College of Applied & Natural Sciences,https://www.linkedin.com/company/louisiana-tech-university-college-of-applied-natural-sciences,latech.edu,Higher Education,Educational,51-200,5,1996,Ruston,Louisiana,US
The Health Channel,https://www.linkedin.com/company/allhealthtv,allhealthtv.com,Wellness and Fitness Services,Partnership,51-200,7,2018,Boynton Beach,Florida,US
Asha Medical,https://www.linkedin.com/company/ashamedical,ashamedical.in,Veterinary Services,Privately Held,201-500,1,-,-,-,US
Lotus TG LLC,https://www.linkedin.com/company/lotus-tg-llc,lotustg.com,IT Services and IT Consulting,Privately Held,51-200,-,2016,Jersey City,New Jersey,US
Admanager Powered By Doceree,https://www.linkedin.com/company/admanager-powered-by-doceree,docereeadmanager.com,Advertising Services,Privately Held,201-500,-,-,New Jersey,New Jersey,US
Novavibe Analytics,https://www.linkedin.com/company/novavibe-analytics,-,Internet News,Privately Held,51-200,-,-,Wynantskill,New York,US
Meta Vision Analytics,https://www.linkedin.com/company/meta-vision-analytics,-,Market Research,Public Company,51-200,-,-,Asheville,North Carolina,US
GT LifeScience,https://www.linkedin.com/company/gt-lifescience,gt-lifescience.com,Technology; Information and Internet,Privately Held,51-200,6,-,-,-,US
C-Suite Advisors™,https://www.linkedin.com/company/csq-c-suite-advisors,csq.com,Executive Offices,Privately Held,51-200,2,2007,Los Angeles,-,US
Kiosk Operators,https://www.linkedin.com/company/kiosk-operators,kioskoperators.com,Manufacturing,Privately Held,51-200,5,-,-,-,US
Plus4pet,https://www.linkedin.com/company/plus4pet%c2%ae,plus4pet.com,Animal Feed Manufacturing,Privately Held,51-200,-,-,Miami,Florida,US
YourMomCares,https://www.linkedin.com/company/yourmomcares,yourmomcares.org,Wellness and Fitness Services,Nonprofit,51-200,101,-,LA,California,US
QMagna Technologies  Pvt. Ltd.,https://www.linkedin.com/company/qmagna-technologies-india-pvt-ltd,qmagnaindia.com,Hospitals and Health Care,Privately Held,51-200,44,-,-,-,US
iHealth Labs,https://www.linkedin.com/company/ihealth-labs,ihealthlabs.com,Retail Health and Personal Care Products,Privately Held,51-200,263,2010,Nationwide,-,US
Digital Pharmacist Inc.,https://www.linkedin.com/company/digitalpharmacist,digitalpharmacist.com,Software Development,Privately Held,51-200,79,2010,Austin,Texas,US
Texas Public Policy Foundation,https://www.linkedin.com/company/texas-public-policy-foundation,texaspolicy.com,Public Policy Offices,Nonprofit,51-200,117,1989,Austin,Texas,US
MyHealthTeam,https://www.linkedin.com/company/myhealthteam,myhealthteam.com,Technology; Information and Internet,Privately Held,201-500,130,2012,San Francisco,California,US
OSP,https://www.linkedin.com/company/osplabs,osplabs.com,Software Development,Privately Held,51-200,506,2009,Dallas,Texas,US
"CoreSphere, LLC",https://www.linkedin.com/company/coresphere-llc,coresphere.com,IT Services and IT Consulting,Privately Held,51-200,63,2003,Bethesda,Maryland,US
bld.ai,https://www.linkedin.com/company/bldai,bld.ai,Technology; Information and Internet,Privately Held,201-500,119,2017,Boca Raton,-,US
"Safe T Professionals, LLC",https://www.linkedin.com/company/safe-t-professionals,safetpros.com,Staffing and Recruiting,Privately Held,51-200,128,2011,Chandler,Arizona,US
G1 GLOBAL,https://www.linkedin.com/company/g1gobalitservices-llp,raytex.co.in,IT Services and IT Consulting,Privately Held,51-200,59,2004,New Hope,Pennsylvania,US
ConcertoCare,https://www.linkedin.com/company/concertocare,concertocare.com,Hospitals and Health Care,Privately Held,201-500,361,2015,New York,New York,US
VIDIZMO.AI,https://www.linkedin.com/company/vidizmo,vidizmo.ai,IT Services and IT Consulting,Privately Held,51-200,80,2009,Tysons,Virginia,US
Citrusbug Technolabs,https://www.linkedin.com/company/citrusbug,citrusbug.com,IT Services and IT Consulting,Privately Held,51-200,76,2013,Itasca,Illinois,US
NeuroFlow,https://www.linkedin.com/company/neuroflow,neuroflow.com,Mental Health Care,Privately Held,51-200,180,2017,Philadelphia,Pennsylvania,US
ResourceXperts,https://www.linkedin.com/company/resourcexperts,resourcexperts.com,Information Technology and Services,Privately Held,51-200,4,2001,Garden Grove,California,US
Rutgers University School of Communication and Information,https://www.linkedin.com/school/rutgers-university-school-of-communication-and-information,rutgers.edu,Higher Education,Educational Institution,201-500,223,1982,New Brunswick,New Jersey,US
VitalConnect,https://www.linkedin.com/company/vitalconnect,vitalconnect.com,Medical Equipment Manufacturing,Privately Held,51-200,192,2011,San Jose,California,US
SunnyData,https://www.linkedin.com/company/sunnydata,sunnydata.ai,IT Services and IT Consulting,Privately Held,51-200,162,-,Minneapolis,Minnesota,US
PROPELLER,https://www.linkedin.com/company/propeller-communications-inc-,propellercommunicates.com,Advertising Services,Privately Held,51-200,145,2006,Summit,New Jersey,US
Circulo Health,https://www.linkedin.com/company/circulohealth,circulohealth.com,Insurance,Privately Held,51-200,77,2020,Columbus,Ohio,US
Sullivan Higdon & Sink,https://www.linkedin.com/company/shs,wehatesheep.com,Advertising Services,Privately Held,51-200,379,1971,Kansas City,Missouri,US
Elfie,https://www.linkedin.com/company/elfieco,elfie.co,Public Health,Privately Held,51-200,115,2020,New York,New York,US
"Brighterion, a Mastercard Company",https://www.linkedin.com/company/brighterion,mastercard.com,Software Development,Privately Held,51-200,32,-,San Francisco,California,US
"Conquest Healthcare Solutions, LLC",https://www.linkedin.com/company/conquest-healthcare-solutions-llc,conquest-hs.com,Business Consulting and Services,Privately Held,51-200,8,-,Fort Worth,Texas,US
"QliqSOFT, Inc.",https://www.linkedin.com/company/qliqsoft,qliqsoft.com,Hospitals and Health Care,Privately Held,51-200,21,2011,Dallas,Texas,US
GlobalMed,https://www.linkedin.com/company/globalmed-digitalhealth,globalmed.com,Hospitals and Health Care,Privately Held,51-200,167,2002,Scottsdale,Arizona,US
AZOVA,https://www.linkedin.com/company/azova-health,azovahealth.com,Hospitals and Health Care,Privately Held,201-500,160,2014,Alpine,Utah,US
ModRN Health,https://www.linkedin.com/company/modrn-health,modrnhealth.com,Hospitals and Health Care,Privately Held,51-200,31,2015,Overland Park,Kansas,US
"LifeQ, Inc.",https://www.linkedin.com/company/lifeq,lifeq.com,Wellness and Fitness Services,Privately Held,51-200,34,2014,Alpharetta,Georgia,US
Hibiz Solutions,https://www.linkedin.com/company/hibiz-solutions,hibizsolutions.com,IT Services and IT Consulting,Sole Proprietorship,51-200,57,2007,San Ramon,California,US
Maxsource Technologies,https://www.linkedin.com/company/maxsource-technologies,maxsourceworld.com,Information Technology and Services,Privately Held,51-200,89,2013,New York,New York,US
Fuzzitech,https://www.linkedin.com/company/fuzzitech,fuzzitech.com,Technology; Information and Internet,Privately Held,51-200,21,2019,Chicago,Illinois,US
Secova,https://www.linkedin.com/company/secova,secova.com,Human Resources Services,Privately Held,201-500,205,1989,Budd Lake,New Jersey,US
Today Media,https://www.linkedin.com/company/today-media,todaymediainc.com,Book and Periodical Publishing,Privately Held,51-200,149,1948,Wilmington,Delaware,US
Notable Systems,https://www.linkedin.com/company/notablesystems,notablesystems.com,Technology; Information and Internet,Privately Held,51-200,62,2017,Denver,Colorado,US
EnviroIssues,https://www.linkedin.com/company/enviroissues,enviroissues.com,Public Relations and Communications Services,Privately Held,51-200,68,1991,Seattle,Washington,US
SparkChange,https://www.linkedin.com/company/sparkchangehealth,sparkchange.health,Hospitals and Health Care,Privately Held,51-200,86,2019,Kansas City,Missouri,US
EnSoftek,https://www.linkedin.com/company/ensoftek,drcloudehr.com,Software Development,Privately Held,51-200,135,1998,Beaverton,Oregon,US
"Medocity, Inc.",https://www.linkedin.com/company/medocityinc,medocity.com,IT Services and IT Consulting,Privately Held,51-200,44,2013,Parsippany,New Jersey,US
"BEN - Brand Engagement Network, Inc.",https://www.linkedin.com/company/brandengagementnetwork,beninc.ai,Technology; Information and Internet,Public Company,51-200,32,2018,Jackson,Wyoming,US
Revelry,https://www.linkedin.com/company/revelry-labs-llc,revelry.co,Software Development,Privately Held,51-200,45,2012,New Orleans,Louisiana,US
Bimini Health Tech,https://www.linkedin.com/company/bimini-technologies-llc,biminihealthtech.com,Medical Equipment Manufacturing,Privately Held,51-200,33,2013,Plano,Texas,US
"T and T Consulting Services, Inc.",https://www.linkedin.com/company/t-and-t-consulting-services-inc,tatcs.com,IT Services and IT Consulting,Privately Held,51-200,100,2004,Falls Church,Virginia,US
SIPS Healthcare Solutions,https://www.linkedin.com/company/sipshealthcare,sipshealthcare.com,Hospitals and Health Care,Privately Held,51-200,68,2005,Dallas,Texas,US
ClaimLogiq,https://www.linkedin.com/company/claimlogiq,apixio.com,IT Services and IT Consulting,Privately Held,201-500,23,2013,Mount Pleasant,South Carolina,US
"CSG | Corporate Solutions General, Inc.",https://www.linkedin.com/company/csgcorporategeneralsolutions,corsogen.com,IT Services and IT Consulting,Privately Held,51-200,45,2016,Houston,Texas,US
Darly Solutions,https://www.linkedin.com/company/darly-solutions,darly.solutions,IT Services and IT Consulting,Self-Employed,51-200,65,2017,McKinney,Texas,US
Vigilance Health,https://www.linkedin.com/company/vigilance-health,vigilancehealth.com,Hospitals and Health Care,Privately Held,51-200,51,2010,Westlake Village,California,US
Betr Health,https://www.linkedin.com/company/betrhealth,betrhealth.com,Wellness and Fitness Services,Privately Held,51-200,56,2011,Raleigh,North Carolina,US
Voxiva (acquired by Wellpass),https://www.linkedin.com/company/voxiva,voxiva.com,Wellness and Fitness Services,Privately Held,51-200,47,2001,Arlington,Virginia,US
StreamForce Solutions,https://www.linkedin.com/company/streamforcesolutionsllc,streamforcesolutions.com,Business Consulting and Services,Partnership,51-200,74,2019,Tampa,Florida,US
Ambiq,https://www.linkedin.com/company/ambiqmicro,ambiq.com,Semiconductor Manufacturing,Privately Held,201-500,234,2010,Austin,Texas,US
OPTIMAS.AI Inc,https://www.linkedin.com/company/optimas-ai-technologies,optimas.ai,Computer and Network Security,Privately Held,51-200,64,2022,"San Francisco, Bay Area",-,US
SkyLift Marketing,https://www.linkedin.com/company/skyliftmarketing,skyliftmarketing.com,Marketing Services,Privately Held,51-200,92,2019,Austin,Texas,US
Lumotive,https://www.linkedin.com/company/lumotive,lumotive.com,Semiconductor Manufacturing,Privately Held,51-200,77,2017,Redmond,Washington,US
Chapter247 Infotech,https://www.linkedin.com/company/chapter247infotech,chapter247.com,IT Services and IT Consulting,Privately Held,51-200,123,2012,Reno,Nevada,US
Concord,https://www.linkedin.com/company/concordnow,concord.app,Software Development,Privately Held,51-200,82,2014,Austin,Texas,US
Wellness360,https://www.linkedin.com/company/wellness360,wellness360.co,Technology; Information and Internet,Privately Held,51-200,49,2013,Pleasanton,California,US
Third Eye Health,https://www.linkedin.com/company/third-eye-health,thirdeyehealth.net,Hospitals and Health Care,Privately Held,201-500,133,2014,Chicago,Illinois,US
DataPattern,https://www.linkedin.com/company/datapatternz,datapattern.ai,IT Services and IT Consulting,Partnership,51-200,170,2019,San Ramon,California,US
Vynamic,https://www.linkedin.com/company/vynamic-llc,inizio.com,Business Consulting and Services,Public Company,201-500,191,-,Philadelphia,Pennsylvania,US
ACCUMEN,https://www.linkedin.com/company/accumen-inc-,accumen.com,Hospitals and Health Care,Privately Held,51-200,180,2011,Scottsdale,Arizona,US
Massachusetts Technology Collaborative,https://www.linkedin.com/company/massachusetts-technology-collaborative,masstech.org,Government Administration,Government Agency,51-200,117,1982,Westborough,Massachusetts,US
Neon Growth,https://www.linkedin.com/company/neongrowth,neongrowth.com,Advertising Services,Privately Held,51-200,16,2020,New York,New York,US
Abacus Insights,https://www.linkedin.com/company/abacusinsights,abacusinsights.com,Software Development,Privately Held,201-500,428,2017,Boston,Massachusetts,US
Newscape Consulting,https://www.linkedin.com/company/newscapeconsulting,newscapeconsulting.com,IT Services and IT Consulting,Privately Held,51-200,49,2017,Somerset,New Jersey,US
"Wadhwani School of Data Science and AI, IIT Madras",https://www.linkedin.com/company/wadhwani-school-of-data-science-and-ai-iit-madras,iitm.ac.in,Higher Education,Educational Institution,51-200,37,-,-,-,US
The Bowdoin Group,https://www.linkedin.com/company/the-bowdoin-group,bowdoingroup.com,Staffing and Recruiting,Privately Held,51-200,56,1994,Boston,Massachusetts,US
Arterys (Acquired by Tempus AI),https://www.linkedin.com/company/arterys,arterys.com,Hospitals and Health Care,Privately Held,51-200,14,2013,San Francisco,California,US
CliniComp,https://www.linkedin.com/company/clinicomp,clinicomp.com,IT Services and IT Consulting,Privately Held,51-200,155,1983,San Diego,California,US
"Proteus Digital Health, Inc",https://www.linkedin.com/company/proteus-digital-health-inc,proteus.com,Pharmaceutical Manufacturing,Privately Held,201-500,61,2004,Redwood City,California,US
Findhelp,https://www.linkedin.com/company/find-help,findhelp.com,Software Development,Privately Held,201-500,260,2010,Austin,Texas,US
Doctronic,https://www.linkedin.com/company/doctronic-ai,doctronic.ai,Technology; Information and Internet,Privately Held,51-200,78,2023,New York,New York,US
UPMC Enterprises,https://www.linkedin.com/company/upmcenterprises,upmcenterprises.com,Hospitals and Health Care,Privately Held,201-500,217,-,Pittsburgh,Pennsylvania,US
Sift Healthcare,https://www.linkedin.com/company/sift-healthcare,sifthealthcare.com,Hospitals and Health Care,Privately Held,51-200,46,2017,Milwaukee,Wisconsin,US
Fabric,https://www.linkedin.com/company/fabric-hlth,fabrichealth.com,Hospitals and Health Care,Privately Held,51-200,310,2021,New York,New York,US
Nigeria Meaningful Adolescent and Youth Engagement,https://www.linkedin.com/company/nigeria-meaningful-adolescent-and-youth-engagement,-,Civic and Social Organizations,Nonprofit,51-200,2,2022,-,-,US
Softech Technologies,https://www.linkedin.com/company/softechtechnologies,localhype.co.in,Technology; Information and Internet,Privately Held,51-200,2,2023,-,-,US
NatGo Data Group Inc,https://www.linkedin.com/company/natgo-data-group-inc,linkedin.com,IT Services and IT Consulting,Privately Held,51-200,20,2018,Arlington,Virginia,US
Custom HBC Corporation,https://www.linkedin.com/company/custom-hbc-corporation,customhbc.com,Wellness and Fitness Services,Privately Held,51-200,7,2000,Waconia,Minnesota,US
Infinite Wellness of the Carolinas,https://www.linkedin.com/company/infinitewellnessofthecarolinas,infintewellness.org,Wellness and Fitness Services,Privately Held,51-200,7,1995,-,-,US
Cloud Clinic,https://www.linkedin.com/company/cloudclinic,cloudclinic.me,Software Development,Privately Held,51-200,5,2023,-,-,US
"New Light Pictures Global Media Ltd (NLPGM) Visual Media that Entertains, Informs, Inspires",https://www.linkedin.com/company/new-light-pictures-global-media-ltd,-,Broadcast Media Production and Distribution,Privately Held,51-200,1,2012,-,-,US
Pulsepoint Analytics Research,https://www.linkedin.com/company/pulsepoint-analytics-research,wordpress.com,Internet News,Public Company,51-200,-,2024,San Jose,California,US
Go Elite Tech,https://www.linkedin.com/company/go-elite-tech,myelitetec.com,Hospitals and Health Care,Public Company,51-200,1,-,Waterford,Michigan,US
Patient Connect 360 - Provider Centric Health & Wellness Management App & Services,https://www.linkedin.com/company/tenniswizardclub,patientconnect360.com,Wellness and Fitness Services,Privately Held,51-200,1,2017,Dallas,Texas,US
Southern OB/GYN Associates PC,https://www.linkedin.com/company/sobgynvaldosta,southernobgyn.net,Hospitals and Health Care,Privately Held,51-200,34,-,Valdosta,Georgia,US
HealthPlus Group,https://www.linkedin.com/company/healthplus-group,healthplusgroup.com,Hospitals and Health Care,Privately Held,51-200,15,2019,North Andover,Massachusetts,US
"Waveo, Inc",https://www.linkedin.com/company/waveo,waveo.io,IT System Custom Software Development,Partnership,51-200,6,2020,Irvine,California,US
Medi-Path Medical Group,https://www.linkedin.com/company/medi-path-medical-group,medi-path.co.uk,Medical Practices,Public Company,51-200,-,-,-,-,US
Tespo Teams,https://www.linkedin.com/company/tespo-teams,tespoteams.com,Wellness and Fitness Services,Privately Held,201-500,-,2016,Plymouth,Michigan,US
Enterprise Research Is,https://www.linkedin.com/company/enterprise-research-is,partners.org,Hospitals and Health Care,Nonprofit,51-200,-,-,Somerville,Massachusetts,US
Global Ancillary Management Group Services,https://www.linkedin.com/company/global-ancillary-management-group-services,globalamgs.com,Hospitals and Health Care,Privately Held,51-200,-,2016,Glendale,California,US
dots&bits,https://www.linkedin.com/company/dotsandbits,dotsandbits.com,IT Services and IT Consulting,Partnership,201-500,6,-,-,-,US
Rainso(GZ) Health Care Product Ltd,https://www.linkedin.com/company/rainso-gz-health-care-product-ltd,rainso.com,Retail Luxury Goods and Jewelry,Privately Held,51-200,6,2004,-,-,US
TerraVast Healthcare Services,https://www.linkedin.com/company/terravast,terravast.com,Hospitals and Health Care,Sole Proprietorship,51-200,3,2018,Reston,Virginia,US
Apollo Practice Management,https://www.linkedin.com/company/apollopracticemanagement,apollopracticemanagement.com,Software Development,Privately Held,201-500,1,2007,Pittsfield,Massachusetts,US
Prognity Technologies,https://www.linkedin.com/company/prognity-technologies,prognity.org,Technology; Information and Internet,Partnership,51-200,53,2025,Jacksonville,Florida,US
Bigfoot,https://www.linkedin.com/company/bigfoot-co,bigfoot.game,Advertising Services,Privately Held,51-200,26,-,-,-,US
Aventador RCM,https://www.linkedin.com/company/aventador-rcm,linkedin.com,Hospitals and Health Care,Privately Held,51-200,11,2000,Plano,Texas,US
Mindwaveai Artificial Intelligence Software,https://www.linkedin.com/company/mindwaveai,mindwaveai.com,IT Services and IT Consulting,Privately Held,51-200,1,-,Sunnyvale,California,US
Kei-Ai Los Angeles Healthcare Center,https://www.linkedin.com/company/kei-ai-los-angeles-healthcare-center,keiai-la.com,Nursing Homes and Residential Care Facilities,Privately Held,51-200,72,2016,Los Angeles,California,US
Engineers Without Borders USA - GT,https://www.linkedin.com/company/engineers-without-borders-usa-gt,ewbusagt.org,Non-profit Organizations,Nonprofit,51-200,18,-,Atlanta,Georgia,US
VTS Global,https://www.linkedin.com/company/vts-solutions-inc.,vtsglobalsolutions.com,Software Development,Partnership,51-200,4,2015,Miami,Florida,US
Visual Folio,https://www.linkedin.com/company/visual-folio,visualfolio.co,IT Services and IT Consulting,Public Company,51-200,-,2015,Albany,New York,US
Spark Powered By Doceree,https://www.linkedin.com/company/spark-powered-by-doceree,docereespark.com,Advertising Services,Privately Held,51-200,-,-,Short Hills,New Jersey,US
South Eastern Health Management,https://www.linkedin.com/company/south-eastern-health-mgmt,sehma.com,Hospitals and Health Care,Privately Held,201-500,13,-,Coral Gables,Florida,US
Bitpod.io,https://www.linkedin.com/company/bipodio,bitpod.io,Software Development,Privately Held,51-200,5,2016,San Jose,California,US
Volans Aquilae,https://www.linkedin.com/company/volans-aquilae,volansaquilae.com,IT System Custom Software Development,Privately Held,51-200,1,-,Indialantic,Florida,US
ETC (Media & Events),https://www.linkedin.com/company/etc-media-events,etcnetwork.com,Events Services,Privately Held,51-200,36,-,Palm Beach Gardens,Florida,US
InfoTmT,https://www.linkedin.com/company/infotmt-llc,infotmt.com,Information Technology and Services,Privately Held,51-200,4,2013,New York,New York,US
eVitals Remote Patient Monitoring,https://www.linkedin.com/company/evitals-remote-patient-monitoring,evitalsrpm.com,Hospitals and Health Care,Sole Proprietorship,201-500,2,2020,Sherman,Texas,US
Fixity Group of Companies,https://www.linkedin.com/company/fixity-group-of-companies,fixitygroup.com,IT Services and IT Consulting,Privately Held,201-500,3,2020,-,-,US
Dish Project,https://www.linkedin.com/company/dish-project,dishproject.eu,Wellness and Fitness Services,Nonprofit,51-200,-,-,-,-,US
Bentley Miller & Company (BMC),https://www.linkedin.com/company/bentleymiller,bentleymgc.com,Strategic Management Services,Privately Held,201-500,7,2009,Nashville,Tennessee,US
Medcity Healthcare,https://www.linkedin.com/company/medcity-health,-,Staffing and Recruiting,Privately Held,51-200,2,2004,-,-,US
HHCA,https://www.linkedin.com/company/healthyheartclinics,healthyheartclinics.com,Hospitals and Health Care,Privately Held,51-200,12,2019,Lafayette,Louisiana,US
MotionVibe,https://www.linkedin.com/company/motionvibe,motionvibepro.com,Technology; Information and Internet,Privately Held,51-200,2,2015,Baltimore,Maryland,US
Active Telecoms,https://www.linkedin.com/company/active-telecoms,activetelecoms.com,Telecommunications,Privately Held,51-200,1,-,-,-,US
"Christine Meyer, MD and Associates",https://www.linkedin.com/company/christine-meyer-md-and-associates,christinemeyermd.com,Medical Practices,Privately Held,51-200,39,2004,Exton,Pennsylvania,US
